name,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,manganese,molybdenum,nickel,cobalt,sodium,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
lemon basil,291200.00,160000.00,285600.00,171700.00,70700.00,35700.00,2060.00,4120.00,2000.00,21000.00,10000.00,10300.00,412.00,901.64,122.52,1224.00,7.40,750.00,6.00,6.50,2.20,2.70,24.00,60.00,400.00,flowering,herbs
lemon thyme,202000.00,120000.00,228800.00,112200.00,50000.00,26250.00,1560.00,3150.00,1515.00,15000.00,8160.00,8400.00,309.00,703.72,273.32,356.71,3.50,600.00,6.00,6.50,1.30,1.80,22.00,65.00,350.00,vegetative,herbs
lemon thyme,71400.00,41600.00,80000.00,35700.00,20200.00,10100.00,520.00,824.00,505.00,3120.00,2040.00,2080.00,80.80,490.09,329.87,923.25,3.34,500.00,6.00,6.50,1.70,2.20,20.00,70.00,300.00,seedling,herbs
lemon thyme,70000.00,41200.00,82400.00,35000.00,20400.00,10000.00,500.00,800.00,510.00,3030.00,2020.00,2000.00,81.60,904.78,150.80,461.62,8.52,500.00,6.00,6.50,2.20,2.70,20.00,70.00,300.00,harvesting,herbs
lemon thyme,291200.00,164800.00,288400.00,175100.00,70700.00,36050.00,2000.00,4080.00,2000.00,20800.00,10000.00,10400.00,416.00,276.46,280.39,335.73,5.91,750.00,6.00,6.50,1.30,1.80,24.00,60.00,400.00,flowering,herbs
lemongrass,210000.00,124800.00,222200.00,112200.00,52000.00,26250.00,1545.00,3090.00,1575.00,15300.00,8080.00,8160.00,315.00,1033.58,75.40,419.66,5.68,600.00,6.00,6.50,1.70,2.20,22.00,65.00,350.00,vegetative,herbs
lemongrass,126000.00,60600.00,104000.00,83200.00,63000.00,52000.00,1010.00,1200.00,1010.00,12480.00,10400.00,6180.00,151.50,490.09,90.48,734.40,3.37,560.00,6.00,6.50,1.90,2.40,24.00,62.00,270.00,vegetative,multipurpose
lemongrass,73500.00,40800.00,83200.00,36400.00,20400.00,10100.00,515.00,824.00,525.00,3060.00,2000.00,2100.00,81.60,486.95,124.41,713.42,8.93,500.00,6.00,6.50,1.80,2.30,20.00,70.00,300.00,seedling,herbs
lemongrass,60000.00,30900.00,50000.00,42000.00,30300.00,25000.00,505.00,618.00,510.00,6060.00,5000.00,3090.00,80.80,358.14,43.35,559.54,8.80,460.00,6.00,6.50,1.40,1.90,22.00,67.00,220.00,seedling,multipurpose
lemongrass,70700.00,41600.00,80000.00,36750.00,20600.00,10500.00,525.00,840.00,510.00,3120.00,2020.00,2040.00,84.00,329.87,329.87,612.00,5.63,500.00,6.00,6.50,2.30,2.80,20.00,70.00,300.00,harvesting,herbs
lemongrass,61200.00,30300.00,52500.00,41200.00,30300.00,25250.00,525.00,612.00,500.00,6060.00,5000.00,3120.00,81.60,301.59,103.67,314.74,3.33,460.00,6.00,6.50,1.40,1.90,22.00,67.00,220.00,harvesting,multipurpose
lemongrass,280000.00,160000.00,285600.00,178500.00,73500.00,36750.00,2000.00,4080.00,2100.00,21000.00,10200.00,10100.00,416.00,508.94,549.78,440.64,4.14,750.00,6.00,6.50,2.20,2.70,24.00,60.00,400.00,flowering,herbs
lemongrass,183600.00,93600.00,157500.00,124800.00,94500.00,78000.00,1560.00,1890.00,1500.00,18360.00,15150.00,9270.00,230.00,254.47,75.40,1003.68,4.26,660.00,6.00,6.50,2.40,2.90,26.00,57.00,320.00,flowering,multipurpose
lion's mane mushrooms,71400.00,52500.00,61800.00,51500.00,42000.00,40400.00,1010.00,1212.00,1030.00,10000.00,8320.00,8320.00,150.00,923.63,125.66,664.46,4.06,560.00,6.00,6.50,1.70,2.20,25.00,61.00,280.00,vegetative,mushrooms
lion's mane mushrooms,35000.00,25000.00,31200.00,25250.00,20200.00,20200.00,515.00,624.00,500.00,5200.00,4040.00,4000.00,90.90,549.78,157.08,961.72,8.85,460.00,6.00,6.50,1.70,2.20,23.00,66.00,230.00,seedling,mushrooms
lion's mane mushrooms,36750.00,25000.00,30600.00,25750.00,20200.00,21000.00,525.00,618.00,505.00,5200.00,4000.00,4000.00,90.00,439.82,137.44,671.45,7.58,460.00,6.00,6.50,2.20,2.70,23.00,66.00,230.00,harvesting,mushrooms
lion's mane mushrooms,110250.00,78750.00,92700.00,75750.00,60000.00,60600.00,1515.00,1800.00,1500.00,15750.00,12000.00,12480.00,252.50,653.45,138.23,293.76,7.48,660.00,6.00,6.50,2.20,2.70,27.00,56.00,330.00,flowering,mushrooms
lollo rosso lettuce,226600.00,121200.00,249600.00,135200.00,63000.00,30900.00,1872.00,3640.00,1872.00,17340.00,9000.00,9090.00,420.00,238.76,82.47,856.80,8.61,640.00,6.00,6.50,1.70,2.20,22.00,65.00,390.00,vegetative,leafy_greens
lollo rosso lettuce,84000.00,38380.00,87550.00,42000.00,26000.00,15450.00,700.00,1040.00,714.00,4080.00,2600.00,2600.00,122.40,867.08,53.41,874.29,5.83,540.00,6.00,6.50,1.20,1.70,20.00,70.00,340.00,seedling,leafy_greens
lollo rosso lettuce,80000.00,38000.00,86700.00,41600.00,25750.00,15600.00,700.00,1010.00,721.00,4200.00,2525.00,2550.00,126.00,345.58,214.68,346.22,4.51,540.00,6.00,6.50,1.20,1.70,20.00,70.00,340.00,harvesting,leafy_greens
lollo rosso lettuce,332800.00,160000.00,329600.00,193800.00,80800.00,45900.00,2575.00,5100.00,2625.00,22660.00,12600.00,12360.00,500.00,395.84,116.87,440.64,4.27,820.00,6.00,6.50,2.20,2.70,24.00,60.00,440.00,flowering,leafy_greens
lovage,202000.00,123600.00,231000.00,115500.00,50000.00,26250.00,1500.00,3090.00,1515.00,15150.00,8240.00,8400.00,312.00,612.61,180.64,1028.16,7.89,600.00,6.00,6.50,1.90,2.40,22.00,65.00,350.00,vegetative,herbs
lovage,73500.00,40800.00,83200.00,36750.00,20400.00,10000.00,500.00,840.00,505.00,3030.00,2020.00,2000.00,84.00,301.59,75.40,297.26,6.87,500.00,6.00,6.50,1.40,1.90,20.00,70.00,300.00,seedling,herbs
lovage,70000.00,41200.00,81600.00,35350.00,20400.00,10300.00,525.00,824.00,505.00,3150.00,2020.00,2020.00,80.00,376.99,150.80,713.42,7.83,500.00,6.00,6.50,1.40,1.90,20.00,70.00,300.00,harvesting,herbs
lovage,288400.00,166400.00,288400.00,173400.00,73500.00,35700.00,2060.00,4160.00,2000.00,21000.00,10400.00,10000.00,408.00,527.79,144.51,961.72,8.08,750.00,6.00,6.50,2.40,2.90,24.00,60.00,400.00,flowering,herbs
luffa gourd,374400.00,214200.00,414100.00,241500.00,131300.00,70000.00,4635.00,5720.00,4500.00,46350.00,30600.00,33280.00,900.00,1036.73,188.50,279.77,3.25,1250.00,4.50,6.50,1.40,1.90,37.00,67.00,410.00,vegetative,curcurbits
luffa gourd,164800.00,90900.00,181800.00,101000.00,51500.00,35350.00,2625.00,3060.00,2625.00,20000.00,15000.00,17170.00,357.00,263.89,150.80,566.54,3.56,690.00,4.80,6.20,1.80,2.30,32.00,80.00,390.00,seedling,curcurbits
luffa gourd,160000.00,101000.00,189000.00,112200.00,57750.00,40000.00,3150.00,3675.00,3000.00,25250.00,20600.00,22000.00,412.00,292.17,235.62,489.60,4.52,700.00,4.60,6.30,2.30,2.80,34.00,85.00,400.00,harvesting,curcurbits
luffa gourd,577500.00,346500.00,626200.00,353500.00,204000.00,107100.00,6760.00,7650.00,6695.00,66950.00,46350.00,50000.00,1326.00,351.86,416.26,954.72,7.84,1900.00,4.00,6.90,1.40,1.90,40.00,62.00,480.00,flowering,curcurbits
maca,70000.00,51000.00,60000.00,50000.00,40800.00,40000.00,1000.00,1212.00,1020.00,10000.00,8080.00,8080.00,157.50,314.16,261.80,709.92,7.09,560.00,6.00,6.50,1.70,2.20,25.00,61.00,280.00,vegetative,exotic_plants
maca,35000.00,26000.00,30000.00,26000.00,20400.00,20000.00,505.00,606.00,500.00,5000.00,4080.00,4080.00,92.70,615.75,200.28,891.77,6.73,460.00,6.00,6.50,1.90,2.40,23.00,66.00,230.00,seedling,exotic_plants
maca,36050.00,25750.00,31200.00,25750.00,20200.00,21000.00,510.00,600.00,500.00,5000.00,4160.00,4000.00,90.00,405.27,101.32,818.33,3.40,460.00,6.00,6.50,2.40,2.90,23.00,66.00,230.00,harvesting,exotic_plants
maca,110250.00,75000.00,93600.00,75750.00,63000.00,61200.00,1500.00,1890.00,1545.00,15000.00,12240.00,12000.00,252.50,201.06,55.29,265.78,3.47,660.00,6.00,6.50,2.20,2.70,27.00,56.00,330.00,flowering,exotic_plants
mache,181800.00,83200.00,210000.00,100000.00,40000.00,21000.00,1352.00,2575.00,1326.00,14280.00,7280.00,7210.00,260.00,637.74,296.88,856.80,6.98,580.00,6.00,6.50,1.40,1.90,21.00,65.00,330.00,vegetative,leafy_greens
mache,61200.00,30900.00,70700.00,26250.00,15450.00,8160.00,412.00,606.00,420.00,2550.00,1560.00,1530.00,81.60,565.49,172.79,807.84,8.08,480.00,6.00,6.50,1.70,2.20,20.00,70.00,280.00,seedling,leafy_greens
mache,60600.00,30300.00,71400.00,25250.00,15600.00,8000.00,416.00,630.00,400.00,2525.00,1560.00,1500.00,83.20,1143.54,366.52,786.86,8.47,480.00,6.00,6.50,2.20,2.70,20.00,70.00,280.00,harvesting,leafy_greens
mache,262500.00,113300.00,250000.00,157500.00,61200.00,30000.00,1836.00,3570.00,1800.00,18000.00,9090.00,9090.00,357.00,245.04,230.91,786.86,3.16,720.00,6.00,6.50,1.40,1.90,23.00,60.00,380.00,flowering,leafy_greens
maitake mushrooms (hen of the woods),83200.00,61200.00,70000.00,61200.00,51000.00,50500.00,1200.00,1428.00,1248.00,12120.00,10000.00,10200.00,208.00,832.52,117.81,545.56,4.14,570.00,6.00,6.50,1.70,2.20,26.00,60.00,290.00,vegetative,mushrooms
maitake mushrooms (hen of the woods),41600.00,30300.00,35350.00,30900.00,26000.00,25000.00,606.00,735.00,600.00,6240.00,5200.00,5100.00,102.00,376.99,219.91,671.45,4.11,470.00,6.00,6.50,1.90,2.40,24.00,65.00,240.00,seedling,mushrooms
maitake mushrooms (hen of the woods),40000.00,30900.00,35000.00,30000.00,25500.00,25000.00,606.00,707.00,630.00,6180.00,5100.00,5150.00,104.00,395.84,120.95,786.86,5.09,470.00,6.00,6.50,2.40,2.90,24.00,65.00,240.00,harvesting,mushrooms
maitake mushrooms (hen of the woods),121200.00,91800.00,109200.00,94500.00,76500.00,78750.00,1854.00,2184.00,1818.00,18540.00,15000.00,15150.00,306.00,376.99,108.38,321.74,7.52,670.00,6.00,6.50,2.20,2.70,28.00,55.00,340.00,flowering,mushrooms
malabar spinach,303960.00,145000.00,350000.00,172000.00,83000.00,43680.00,1957.00,3120.00,1976.00,15000.00,6000.00,8000.00,391.40,518.36,127.23,279.77,7.20,1180.00,5.20,6.60,1.30,1.80,25.00,53.00,325.00,vegetative,leafy_greens
malabar spinach,92400.00,45900.00,115360.00,55550.00,28840.00,14420.00,500.00,840.00,400.00,4200.00,2040.00,3120.00,101.00,452.39,75.40,1077.12,7.86,590.00,5.30,6.50,1.70,2.20,20.00,56.00,295.00,seedling,leafy_greens
malabar spinach,98700.00,48960.00,120640.00,61200.00,30160.00,15450.00,612.00,945.00,515.00,5150.00,3120.00,4160.00,122.40,433.54,117.81,262.29,4.82,595.00,5.20,6.60,2.20,2.70,22.00,57.00,305.00,harvesting,leafy_greens
malabar spinach,522900.00,237350.00,600950.00,294920.00,156000.00,72100.00,3848.00,5610.00,3500.00,30000.00,13260.00,16800.00,550.00,471.24,139.28,559.54,6.89,1745.00,5.10,6.70,1.30,1.80,28.00,50.00,370.00,flowering,leafy_greens
marigolds,72800.00,50500.00,61800.00,50500.00,40400.00,40800.00,1050.00,1236.00,1010.00,10000.00,8400.00,8080.00,156.00,505.80,60.32,629.49,4.28,560.00,6.00,6.50,1.80,2.30,25.00,61.00,280.00,vegetative,edible_flowers
marigolds,36050.00,25500.00,30000.00,26000.00,21000.00,20000.00,525.00,606.00,505.00,5150.00,4120.00,4000.00,94.50,534.07,145.30,349.72,5.13,460.00,6.00,6.50,1.80,2.30,23.00,66.00,230.00,seedling,edible_flowers
marigolds,36750.00,26000.00,30900.00,25250.00,20200.00,20000.00,520.00,618.00,505.00,5200.00,4160.00,4160.00,94.50,527.79,91.89,734.40,3.14,460.00,6.00,6.50,2.30,2.80,23.00,66.00,230.00,harvesting,edible_flowers
marigolds,109200.00,76500.00,90900.00,75750.00,60600.00,60600.00,1545.00,1890.00,1500.00,15000.00,12360.00,12480.00,250.00,486.95,225.15,335.73,5.19,660.00,6.00,6.50,2.30,2.80,27.00,56.00,330.00,flowering,edible_flowers
marjoram,200000.00,122400.00,228800.00,113300.00,50500.00,25500.00,1530.00,3060.00,1515.00,15450.00,8400.00,8240.00,306.00,461.81,267.04,1224.00,3.77,600.00,6.00,6.50,1.00,1.50,22.00,65.00,350.00,vegetative,herbs
marjoram,72100.00,42000.00,83200.00,35000.00,20200.00,10300.00,510.00,800.00,505.00,3120.00,2040.00,2000.00,81.60,666.02,207.35,545.56,3.78,500.00,6.00,6.50,1.00,1.50,20.00,70.00,300.00,seedling,herbs
marjoram,72100.00,40000.00,82400.00,35700.00,20800.00,10200.00,505.00,840.00,505.00,3000.00,2080.00,2000.00,80.80,1143.54,296.88,514.08,3.26,500.00,6.00,6.50,1.00,1.50,20.00,70.00,300.00,harvesting,herbs
marjoram,285600.00,166400.00,280000.00,170000.00,72100.00,36400.00,2060.00,4000.00,2000.00,20200.00,10200.00,10400.00,412.00,455.53,169.65,416.16,5.43,750.00,6.00,6.50,1.00,1.50,24.00,60.00,400.00,flowering,herbs
mini cucumbers,343200.00,187200.00,387600.00,216300.00,114400.00,60600.00,3150.00,4040.00,3120.00,30300.00,20000.00,22880.00,600.00,439.82,144.51,454.63,7.16,1220.00,5.00,6.50,1.00,1.60,32.00,60.00,380.00,vegetative,curcurbits
mini cucumbers,136500.00,61200.00,150000.00,70700.00,36750.00,21000.00,1010.00,1560.00,1040.00,8320.00,5200.00,6180.00,210.00,1209.51,170.43,440.64,5.90,630.00,5.50,6.00,0.80,1.20,25.00,65.00,320.00,seedling,curcurbits
mini cucumbers,132600.00,71400.00,151500.00,82400.00,41200.00,25000.00,1545.00,2000.00,1530.00,12480.00,7280.00,8080.00,260.00,738.27,271.22,475.61,5.47,670.00,5.30,6.20,0.90,1.40,28.00,70.00,350.00,harvesting,curcurbits
mini cucumbers,540800.00,300000.00,597400.00,329600.00,173400.00,91800.00,5200.00,6060.00,5200.00,51000.00,30600.00,35700.00,1020.00,392.70,79.17,230.81,3.62,1870.00,4.50,6.80,1.20,1.80,35.00,55.00,450.00,flowering,curcurbits
mini watermelon,317200.00,155000.00,360000.00,187200.00,90900.00,45450.00,2310.00,3535.00,2288.00,18000.00,8400.00,10200.00,412.00,395.84,245.04,629.49,7.03,1205.00,5.90,7.10,0.80,1.50,28.00,58.00,335.00,vegetative,fruitables
mini watermelon,97850.00,51000.00,122400.00,60000.00,31500.00,16160.00,700.00,1000.00,600.00,5200.00,2080.00,3000.00,133.90,666.02,249.23,608.50,4.33,605.00,6.00,7.00,0.70,1.10,23.00,60.00,310.00,seedling,fruitables
mini watermelon,105000.00,54600.00,118000.00,63860.00,31000.00,17170.00,808.00,1155.00,707.00,6180.00,3120.00,4000.00,153.00,678.58,201.06,262.29,4.79,610.00,5.90,7.10,0.80,1.30,25.00,59.00,315.00,harvesting,fruitables
mini watermelon,530250.00,254800.00,611050.00,295000.00,161200.00,75000.00,3978.00,6090.00,3885.00,33600.00,14560.00,17340.00,581.40,216.77,329.87,944.23,6.43,1770.00,5.80,7.20,1.10,1.60,30.00,55.00,380.00,flowering,fruitables
mizuna,202000.00,122400.00,224400.00,114400.00,50500.00,25000.00,1545.00,3150.00,1530.00,15150.00,8000.00,8000.00,306.00,160.22,366.52,660.96,6.93,600.00,6.00,6.50,1.00,1.60,22.00,65.00,350.00,vegetative,leafy_greens
mizuna,72100.00,41200.00,81600.00,35000.00,20000.00,10000.00,520.00,808.00,515.00,3120.00,2060.00,2040.00,80.00,813.67,278.55,465.12,7.26,500.00,6.00,6.50,0.90,1.30,20.00,70.00,300.00,seedling,leafy_greens
mizuna,72100.00,40400.00,82400.00,36050.00,21000.00,10100.00,510.00,832.00,505.00,3030.00,2000.00,2060.00,80.00,581.19,183.26,335.73,6.81,500.00,6.00,6.50,1.00,1.40,20.00,70.00,300.00,harvesting,leafy_greens
mizuna,285600.00,166400.00,288400.00,173400.00,73500.00,36400.00,2000.00,4160.00,2000.00,20200.00,10300.00,10400.00,420.00,314.16,117.81,1150.56,4.02,750.00,6.00,6.50,1.10,1.60,24.00,60.00,400.00,flowering,leafy_greens
muskmelon,320250.00,161200.00,367200.00,183600.00,94500.00,45000.00,2310.00,3605.00,2244.00,18360.00,8160.00,10100.00,412.00,405.27,78.54,461.62,4.92,1205.00,5.90,7.10,0.80,1.50,28.00,58.00,335.00,vegetative,fruitables
muskmelon,95000.00,51000.00,123600.00,61200.00,30000.00,16320.00,707.00,1010.00,630.00,5150.00,2040.00,3030.00,132.60,1011.59,125.66,783.36,7.49,605.00,6.00,7.00,0.70,1.10,23.00,60.00,310.00,seedling,fruitables
muskmelon,102000.00,52520.00,119180.00,63240.00,31000.00,17680.00,816.00,1122.00,721.00,6300.00,3150.00,4040.00,157.50,160.22,237.50,559.54,4.22,610.00,5.90,7.10,0.80,1.30,25.00,59.00,315.00,harvesting,fruitables
muskmelon,525200.00,245000.00,623150.00,303850.00,156550.00,78750.00,3978.00,5916.00,3885.00,33280.00,14280.00,17170.00,592.80,364.42,168.60,807.84,7.76,1770.00,5.80,7.20,1.20,1.70,30.00,55.00,380.00,flowering,fruitables
mustard seeds,72100.00,51000.00,62400.00,51500.00,40000.00,41600.00,1010.00,1224.00,1020.00,10300.00,8240.00,8240.00,156.00,640.88,63.62,209.83,4.56,560.00,6.00,6.50,1.00,1.60,25.00,61.00,280.00,vegetative,spices
mustard seeds,35700.00,25500.00,30600.00,25000.00,20400.00,20400.00,525.00,618.00,510.00,5000.00,4080.00,4120.00,93.60,439.82,98.17,531.57,7.45,460.00,6.00,6.50,0.80,1.20,23.00,66.00,230.00,seedling,spices
mustard seeds,35350.00,26250.00,31200.00,26250.00,21000.00,20400.00,525.00,612.00,520.00,5200.00,4120.00,4080.00,93.60,376.99,169.65,524.57,7.81,460.00,6.00,6.50,0.90,1.40,23.00,66.00,230.00,harvesting,spices
mustard seeds,105000.00,76500.00,92700.00,78000.00,61800.00,63000.00,1545.00,1818.00,1560.00,15750.00,12480.00,12480.00,250.00,1121.55,243.47,1224.00,3.62,660.00,6.00,6.50,1.20,1.80,27.00,56.00,330.00,flowering,spices
nasturtiums flower,60000.00,40000.00,51500.00,40800.00,30900.00,30300.00,721.00,832.00,714.00,6060.00,4080.00,4200.00,135.20,923.63,62.83,713.42,7.52,540.00,6.00,6.50,1.00,1.60,24.00,62.00,270.00,vegetative,edible_flowers
nasturtiums flower,30900.00,20800.00,25000.00,21000.00,15600.00,15000.00,400.00,525.00,400.00,4040.00,3090.00,3090.00,82.40,505.80,70.69,839.32,6.90,440.00,6.00,6.50,0.80,1.20,22.00,67.00,220.00,seedling,edible_flowers
nasturtiums flower,30600.00,21000.00,25750.00,20200.00,15000.00,15000.00,416.00,520.00,420.00,4040.00,3000.00,3120.00,80.80,628.32,58.90,902.27,5.91,440.00,6.00,6.50,0.90,1.40,22.00,67.00,220.00,harvesting,edible_flowers
nasturtiums flower,90000.00,60600.00,75000.00,61200.00,46800.00,47250.00,1020.00,1248.00,1020.00,9180.00,6060.00,6060.00,200.00,848.23,56.55,384.69,7.02,640.00,6.00,6.50,1.20,1.80,26.00,57.00,320.00,flowering,edible_flowers
nigella (black cumin),61200.00,41200.00,50000.00,42000.00,30900.00,31500.00,707.00,832.00,714.00,6300.00,4000.00,4040.00,136.50,179.07,119.38,531.57,3.17,540.00,6.00,6.50,1.70,2.20,24.00,62.00,270.00,vegetative,spices
nigella (black cumin),31500.00,20600.00,25500.00,20800.00,15750.00,15750.00,416.00,505.00,416.00,4080.00,3030.00,3030.00,82.40,235.62,307.88,349.72,3.40,440.00,6.00,6.50,1.60,2.10,22.00,67.00,220.00,seedling,spices
nigella (black cumin),30600.00,20200.00,26250.00,20000.00,15300.00,15300.00,404.00,515.00,400.00,4120.00,3030.00,3060.00,80.80,471.24,442.96,832.32,5.87,440.00,6.00,6.50,1.70,2.20,22.00,67.00,220.00,harvesting,spices
nigella (black cumin),94500.00,61800.00,75750.00,60000.00,47250.00,46350.00,1020.00,1200.00,1030.00,9360.00,6000.00,6060.00,208.00,376.99,208.13,451.13,6.01,640.00,6.00,6.50,1.80,2.30,26.00,57.00,320.00,flowering,spices
okra,300900.00,144840.00,346000.00,169000.00,81600.00,41600.00,1700.00,2800.00,1785.00,13390.00,5250.00,7210.00,360.00,292.17,100.53,1028.16,6.80,1170.00,5.20,6.60,1.20,1.70,23.00,51.00,315.00,vegetative,fruitables
okra,85850.00,43680.00,111180.00,53000.00,26520.00,12000.00,315.00,612.00,315.00,3090.00,1020.00,2060.00,84.00,179.07,109.96,279.77,3.80,580.00,5.30,6.50,1.00,1.50,18.00,54.00,285.00,seedling,fruitables
okra,93730.00,46350.00,116390.00,58000.00,28350.00,13260.00,416.00,700.00,420.00,4000.00,2100.00,3090.00,100.00,348.72,122.52,881.28,6.77,590.00,5.20,6.60,1.00,1.40,20.00,55.00,305.00,harvesting,fruitables
okra,514800.00,241280.00,608730.00,303450.00,147000.00,71400.00,3500.00,5406.00,3465.00,29400.00,12000.00,15750.00,556.50,571.77,207.35,986.20,4.73,1735.00,5.10,6.70,1.50,2.00,26.00,48.00,360.00,flowering,fruitables
oregano,204000.00,120000.00,222200.00,110000.00,52500.00,25250.00,1560.00,3090.00,1545.00,15300.00,8240.00,8320.00,309.00,508.94,157.08,402.17,5.76,600.00,6.00,6.50,0.80,1.50,22.00,65.00,350.00,vegetative,herbs
oregano,70700.00,40400.00,84000.00,35350.00,20000.00,10400.00,505.00,824.00,520.00,3030.00,2080.00,2000.00,84.00,753.98,82.47,514.08,4.87,500.00,6.00,6.50,0.70,1.10,20.00,70.00,300.00,seedling,herbs
oregano,70000.00,40000.00,82400.00,36050.00,20600.00,10200.00,510.00,832.00,515.00,3060.00,2000.00,2100.00,81.60,427.26,86.39,734.40,6.88,500.00,6.00,6.50,0.80,1.30,20.00,70.00,300.00,harvesting,herbs
oregano,291200.00,160000.00,282800.00,170000.00,71400.00,36400.00,2020.00,4120.00,2080.00,20000.00,10400.00,10300.00,420.00,329.87,219.91,608.50,5.09,750.00,6.00,6.50,1.20,1.70,24.00,60.00,400.00,flowering,herbs
pak choi,202000.00,126000.00,222200.00,112200.00,52500.00,25750.00,1500.00,3090.00,1545.00,15600.00,8240.00,8240.00,300.00,464.96,101.79,465.12,7.32,600.00,6.00,6.50,1.50,2.00,22.00,65.00,350.00,vegetative,leafy_greens
pak choi,70000.00,40000.00,84000.00,35700.00,20000.00,10200.00,500.00,808.00,520.00,3030.00,2040.00,2020.00,82.40,395.84,150.80,755.39,5.58,500.00,6.00,6.50,1.20,1.70,20.00,70.00,300.00,seedling,leafy_greens
pak choi,70700.00,42000.00,80000.00,35700.00,20400.00,10000.00,520.00,840.00,500.00,3120.00,2060.00,2040.00,82.40,565.49,207.35,1154.06,3.18,500.00,6.00,6.50,1.30,1.80,20.00,70.00,300.00,harvesting,leafy_greens
pak choi,282800.00,161600.00,285600.00,171700.00,71400.00,36750.00,2020.00,4040.00,2060.00,21000.00,10100.00,10300.00,420.00,235.62,135.09,587.52,3.69,750.00,6.00,6.50,1.80,2.30,24.00,60.00,400.00,flowering,leafy_greens
pansies,81600.00,61200.00,73500.00,63000.00,51500.00,50500.00,1224.00,1400.00,1236.00,12120.00,10500.00,10000.00,210.00,549.78,78.54,573.53,8.08,570.00,6.00,6.50,1.00,1.60,26.00,60.00,290.00,vegetative,edible_flowers
pansies,40000.00,30900.00,36750.00,30900.00,25500.00,25250.00,606.00,700.00,624.00,6300.00,5150.00,5200.00,102.00,188.50,65.97,1091.11,5.04,470.00,6.00,6.50,0.90,1.30,24.00,65.00,240.00,seedling,edible_flowers
pansies,41200.00,30600.00,36400.00,31200.00,25500.00,25750.00,606.00,714.00,606.00,6180.00,5100.00,5050.00,103.00,395.84,207.35,1101.60,7.92,470.00,6.00,6.50,1.00,1.40,24.00,65.00,240.00,harvesting,edible_flowers
pansies,120000.00,93600.00,106050.00,90900.00,78750.00,77250.00,1872.00,2121.00,1800.00,18720.00,15750.00,15000.00,300.00,747.70,92.99,514.08,5.26,670.00,6.00,6.50,1.10,1.60,28.00,55.00,340.00,flowering,edible_flowers
parsnips,309000.00,146000.00,355520.00,174730.00,86520.00,43000.00,2020.00,3162.00,2040.00,16000.00,7210.00,9090.00,409.50,747.70,173.42,874.29,8.25,1185.00,5.20,6.60,1.20,1.70,26.00,54.00,330.00,vegetative,root_vegetable
parsnips,90000.00,47000.00,117420.00,59850.00,29120.00,14280.00,515.00,800.00,505.00,5100.00,3000.00,4000.00,112.20,801.11,314.16,314.74,6.56,595.00,5.30,6.50,1.00,1.50,21.00,56.00,300.00,seedling,root_vegetable
parsnips,100800.00,50470.00,119180.00,64050.00,30000.00,16640.00,714.00,1020.00,618.00,6300.00,4200.00,5150.00,132.60,439.82,62.83,538.56,3.50,600.00,5.20,6.60,1.00,1.40,23.00,58.00,310.00,harvesting,root_vegetable
parsnips,500000.00,240720.00,626850.00,304720.00,157040.00,73840.00,3800.00,5880.00,3744.00,32550.00,14280.00,17850.00,588.00,301.59,101.16,804.35,3.83,1750.00,5.10,6.70,1.50,2.00,29.00,51.00,375.00,flowering,root_vegetable
passionflower,113300.00,51500.00,92700.00,70700.00,52500.00,42000.00,832.00,1050.00,832.00,10400.00,8000.00,6120.00,147.00,697.43,71.63,265.78,8.47,550.00,6.00,6.50,1.00,1.60,23.00,61.00,260.00,vegetative,multipurpose
passionflower,57750.00,25250.00,45900.00,36400.00,25000.00,20800.00,404.00,520.00,400.00,5150.00,4160.00,3090.00,70.00,1165.53,333.01,437.14,6.31,450.00,6.00,6.50,0.80,1.20,21.00,66.00,210.00,seedling,multipurpose
passionflower,55000.00,26250.00,46350.00,35350.00,26000.00,20000.00,404.00,525.00,404.00,5200.00,4160.00,3060.00,72.10,989.60,141.37,237.81,7.83,450.00,6.00,6.50,0.90,1.40,21.00,66.00,210.00,harvesting,multipurpose
passionflower,169950.00,76500.00,140400.00,109200.00,75750.00,60600.00,1200.00,1515.00,1224.00,15450.00,12600.00,9000.00,216.30,653.45,169.65,367.20,4.02,650.00,6.00,6.50,1.20,1.80,25.00,56.00,310.00,flowering,multipurpose
passionfruit,163200.00,104000.00,145600.00,126000.00,80800.00,60600.00,1248.00,1428.00,1040.00,16800.00,12600.00,10000.00,204.00,188.50,93.46,465.12,5.64,560.00,6.00,6.50,1.00,1.60,25.00,61.00,280.00,vegetative,fruit_vines
passionfruit,80000.00,50500.00,73500.00,61800.00,41200.00,30600.00,606.00,714.00,510.00,8080.00,6180.00,5200.00,100.00,408.41,65.97,367.20,8.15,460.00,6.00,6.50,0.80,1.20,23.00,66.00,230.00,seedling,fruit_vines
passionfruit,80000.00,50500.00,70000.00,63000.00,40800.00,30900.00,618.00,735.00,525.00,8400.00,6120.00,5100.00,103.00,867.08,146.61,1112.10,3.31,460.00,6.00,6.50,0.90,1.40,23.00,66.00,230.00,harvesting,fruit_vines
