name,nirtogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,maganese,molybdenum ,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
pansies,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,1,1.4,24.00,65.00,240.00,harvesting,edible_flowers
pansies,80.00,60.00,70.00,60.00,50.00,50.00,1.20,1.40,1.20,12.00,10.00,10.00,0.20,6.00,570.00,6.00,6.50,1,1.6,26.00,60.00,290.00,vegetative,edible_flowers
pansies,120.00,90.00,105.00,90.00,75.00,75.00,1.80,2.10,1.80,18.00,15.00,15.00,0.30,7.00,670.00,6.00,6.50,1.1,1.6,28.00,55.00,340.00,flowering,edible_flowers
parsnips,90.00,47.00,114.00,57.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.30,6.50,1,1.5,21.00,56.00,300.00,seedling,root_vegetable
parsnips,96.00,49.00,118.00,61.00,30.00,16.00,0.70,1.00,0.60,6.00,4.00,5.00,0.13,6.00,600.00,5.20,6.60,1,1.4,23.00,58.00,310.00,harvesting,root_vegetable
parsnips,300.00,146.00,352.00,173.00,84.00,43.00,2.00,3.10,2.00,16.00,7.00,9.00,0.39,5.00,1185.00,5.20,6.60,1.2,1.7,26.00,54.00,330.00,vegetative,root_vegetable
parsnips,500.00,236.00,597.00,293.00,151.00,71.00,3.80,5.60,3.60,31.00,14.00,17.00,0.56,6.00,1750.00,5.10,6.70,1.5,2,29.00,51.00,375.00,flowering,root_vegetable
passionflower,55.00,25.00,45.00,35.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,0.8,1.2,21.00,66.00,210.00,seedling,multipurpose
passionflower,55.00,25.00,45.00,35.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,0.9,1.4,21.00,66.00,210.00,harvesting,multipurpose
passionflower,110.00,50.00,90.00,70.00,50.00,40.00,0.80,1.00,0.80,10.00,8.00,6.00,0.14,6.00,550.00,6.00,6.50,1,1.6,23.00,61.00,260.00,vegetative,multipurpose
passionflower,165.00,75.00,135.00,105.00,75.00,60.00,1.20,1.50,1.20,15.00,12.00,9.00,0.21,7.00,650.00,6.00,6.50,1.2,1.8,25.00,56.00,310.00,flowering,multipurpose
passionfruit,80.00,50.00,70.00,60.00,40.00,30.00,0.60,0.70,0.50,8.00,6.00,5.00,0.10,5.00,460.00,6.00,6.50,0.8,1.2,23.00,66.00,230.00,seedling,fruit_vines
passionfruit,80.00,50.00,70.00,60.00,40.00,30.00,0.60,0.70,0.50,8.00,6.00,5.00,0.10,5.00,460.00,6.00,6.50,0.9,1.4,23.00,66.00,230.00,harvesting,fruit_vines
passionfruit,160.00,100.00,140.00,120.00,80.00,60.00,1.20,1.40,1.00,16.00,12.00,10.00,0.20,6.00,560.00,6.00,6.50,1,1.6,25.00,61.00,280.00,vegetative,fruit_vines
passionfruit,240.00,150.00,210.00,180.00,120.00,90.00,1.80,2.10,1.50,24.00,18.00,15.00,0.30,7.00,660.00,6.00,6.50,1.2,1.8,27.00,56.00,330.00,flowering,fruit_vines
patchouli,45.00,20.00,35.00,30.00,25.00,15.00,0.35,0.45,0.35,4.50,3.50,2.50,0.07,4.50,435.00,6.00,6.50,1.5,2,20.50,65.50,202.50,seedling,multipurpose
patchouli,45.00,20.00,35.00,30.00,25.00,15.00,0.35,0.45,0.35,4.50,3.50,2.50,0.07,4.50,435.00,6.00,6.50,1.6,2.1,20.50,65.50,202.50,harvesting,multipurpose
patchouli,90.00,40.00,70.00,60.00,50.00,30.00,0.70,0.90,0.70,9.00,7.00,5.00,0.13,5.00,535.00,6.00,6.50,1.6,2.1,22.00,60.00,252.50,vegetative,multipurpose
patchouli,135.00,60.00,105.00,90.00,75.00,45.00,1.05,1.35,1.05,13.50,10.50,7.50,0.19,5.50,635.00,6.00,6.50,1.7,2.2,23.50,55.50,302.50,flowering,multipurpose
pepino melon,90.00,48.00,115.00,58.00,29.00,15.00,0.60,0.90,0.50,6.00,2.00,3.00,0.12,6.00,600.00,5.80,7.00,1,1.6,22.00,58.00,300.00,seedling,fruitables
pepino melon,95.00,50.00,120.00,62.00,30.00,16.00,0.70,1.00,0.60,5.00,3.00,4.00,0.13,6.00,605.00,5.70,7.10,1.2,1.7,23.00,59.00,310.00,harvesting,fruitables
pepino melon,300.00,150.00,355.00,175.00,85.00,44.00,2.10,3.20,2.10,17.00,7.00,9.00,0.39,5.00,1190.00,5.70,7.10,1.4,1.9,27.00,55.00,330.00,vegetative,fruitables
pepino melon,500.00,240.00,600.00,290.00,150.00,70.00,3.80,5.70,3.60,31.00,14.00,17.00,0.56,6.00,1755.00,5.60,7.20,1.7,2.2,29.00,52.00,375.00,flowering,fruitables
peppermint,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1,1.4,20.00,70.00,340.00,seedling,herbs
peppermint,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1,1.6,20.00,70.00,340.00,harvesting,herbs
peppermint,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.3,1.8,22.00,65.00,390.00,vegetative,herbs
peppermint,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.6,2.1,24.00,60.00,440.00,flowering,herbs
persian cucumbers,87.00,44.00,111.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,0.7,1.1,19.00,55.00,290.00,seedling,fruitables
persian cucumbers,93.00,47.00,115.00,59.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,0.8,1.3,21.00,56.00,300.00,harvesting,fruitables
persian cucumbers,297.00,144.00,349.00,171.00,82.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,0.8,1.5,24.00,52.00,320.00,vegetative,fruitables
persian cucumbers,497.00,234.00,594.00,291.00,149.00,70.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.1,1.6,27.00,49.00,365.00,flowering,fruitables
pink oyster mushrooms,20.00,10.00,15.00,10.00,5.00,5.00,0.20,0.30,0.20,2.00,1.00,1.00,0.05,5.00,400.00,6.00,6.50,0.9,1.3,20.00,70.00,200.00,seedling,mushrooms
pink oyster mushrooms,20.00,10.00,15.00,10.00,5.00,5.00,0.20,0.30,0.20,2.00,1.00,1.00,0.05,5.00,400.00,6.00,6.50,1,1.4,20.00,70.00,200.00,harvesting,mushrooms
pink oyster mushrooms,40.00,20.00,30.00,20.00,10.00,10.00,0.40,0.60,0.40,4.00,2.00,2.00,0.10,6.00,500.00,6.00,6.50,1,1.6,22.00,65.00,250.00,vegetative,mushrooms
pink oyster mushrooms,60.00,30.00,45.00,30.00,15.00,15.00,0.60,0.90,0.60,6.00,3.00,3.00,0.15,7.00,600.00,6.00,6.50,1.1,1.6,24.00,60.00,300.00,flowering,mushrooms
pioppino mushrooms (italian poplar),35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,0.8,1.2,23.00,66.00,230.00,seedling,mushrooms
pioppino mushrooms (italian poplar),35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,0.9,1.4,23.00,66.00,230.00,harvesting,mushrooms
pioppino mushrooms (italian poplar),70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1,1.6,25.00,61.00,280.00,vegetative,mushrooms
pioppino mushrooms (italian poplar),105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,1.2,1.8,27.00,56.00,330.00,flowering,mushrooms
plum tomatoes,120.00,70.00,150.00,80.00,40.00,20.00,1.00,1.50,1.00,8.00,4.00,4.00,0.20,6.00,700.00,6.00,6.50,0.9,1.3,28.00,60.00,320.00,seedling,fruitables
plum tomatoes,120.00,70.00,150.00,80.00,40.00,20.00,1.00,1.50,1.00,8.00,4.00,4.00,0.20,6.00,700.00,6.00,6.50,1.1,1.5,28.00,60.00,320.00,harvesting,fruitables
plum tomatoes,350.00,200.00,420.00,220.00,110.00,55.00,2.50,4.00,2.50,25.00,12.00,12.00,0.50,6.00,1400.00,6.00,6.50,1.1,1.7,32.00,55.00,380.00,vegetative,fruitables
plum tomatoes,600.00,350.00,720.00,380.00,190.00,95.00,4.00,6.00,4.00,40.00,20.00,20.00,0.80,6.00,2100.00,6.00,6.50,1.2,1.8,35.00,50.00,450.00,flowering,fruitables
pointed gourd,86.00,43.00,110.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,0.9,1.3,19.00,55.00,290.00,seedling,fruitables
pointed gourd,92.00,47.00,114.00,58.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,1.1,1.5,21.00,56.00,300.00,harvesting,fruitables
pointed gourd,296.00,143.00,348.00,170.00,81.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.1,1.7,24.00,52.00,320.00,vegetative,fruitables
pointed gourd,496.00,233.00,593.00,290.00,148.00,69.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.2,1.8,27.00,49.00,365.00,flowering,fruitables
potato,99.00,54.00,121.00,63.00,32.00,18.00,0.80,1.10,0.70,7.00,4.00,5.00,0.14,6.00,605.00,5.30,6.50,0.9,1.3,24.00,59.00,315.00,seedling,root_vegetable
potato,104.00,54.00,124.00,66.00,33.00,19.00,1.00,1.30,0.80,9.00,6.00,7.00,0.17,6.00,615.00,5.20,6.60,1.1,1.5,27.00,62.00,335.00,harvesting,root_vegetable
potato,309.00,151.00,360.00,179.00,89.00,48.00,2.40,3.60,2.40,20.00,10.00,12.00,0.44,5.00,1210.00,5.20,6.60,1.1,1.7,29.00,57.00,345.00,vegetative,root_vegetable
potato,509.00,243.00,605.00,300.00,158.00,78.00,4.20,6.30,4.10,35.00,18.00,21.00,0.61,6.00,1785.00,5.10,6.70,1.2,1.8,32.00,54.00,400.00,flowering,root_vegetable
radicchio,91.00,48.00,115.00,58.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.12,6.00,600.00,5.30,6.50,0.8,1.2,22.00,57.00,305.00,seedling,root_vegetable
radicchio,97.00,50.00,119.00,62.00,31.00,17.00,0.80,1.10,0.60,7.00,4.00,5.00,0.14,6.00,605.00,5.20,6.60,0.9,1.4,24.00,59.00,315.00,harvesting,root_vegetable
radicchio,301.00,147.00,353.00,174.00,85.00,44.00,2.10,3.20,2.10,17.00,7.00,9.00,0.40,5.00,1190.00,5.20,6.60,1,1.6,27.00,55.00,335.00,vegetative,root_vegetable
radicchio,501.00,237.00,598.00,294.00,152.00,72.00,3.90,5.70,3.70,32.00,15.00,18.00,0.57,6.00,1755.00,5.10,6.70,1.2,1.8,30.00,52.00,380.00,flowering,root_vegetable
radish,87.00,44.00,111.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,0.9,1.3,19.00,55.00,290.00,seedling,cruciferous_vegetables
radish,93.00,47.00,115.00,59.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,1.1,1.5,21.00,56.00,300.00,harvesting,cruciferous_vegetables
radish,297.00,144.00,349.00,171.00,82.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.1,1.7,24.00,52.00,320.00,vegetative,cruciferous_vegetables
radish,497.00,234.00,594.00,291.00,149.00,70.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.2,1.8,27.00,49.00,365.00,flowering,cruciferous_vegetables
raspberries,84.00,41.00,108.00,53.00,26.00,12.00,0.30,0.60,0.30,3.00,1.00,2.00,0.08,6.00,580.00,5.40,6.60,0.9,1.3,18.00,54.00,285.00,seedling,fruitables
raspberries,90.00,46.00,112.00,58.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.30,6.70,1.1,1.5,20.00,55.00,305.00,harvesting,fruitables
raspberries,294.00,141.00,345.00,168.00,79.00,40.00,1.70,2.80,1.70,13.00,5.00,7.00,0.36,5.00,1170.00,5.30,6.70,1.1,1.7,23.00,51.00,315.00,vegetative,fruitables
raspberries,494.00,231.00,590.00,288.00,146.00,68.00,3.50,5.30,3.30,28.00,12.00,15.00,0.53,6.00,1735.00,5.20,6.80,1.2,1.7,26.00,48.00,360.00,flowering,fruitables
red bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,0.9,1.3,25.00,65.00,300.00,seedling,fruitables
red bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.1,1.5,25.00,65.00,300.00,harvesting,fruitables
red bell peppers,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.1,1.7,28.00,60.00,350.00,vegetative,fruitables
red bell peppers,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,1.2,1.8,30.00,55.00,400.00,flowering,fruitables
red cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,0.9,1.3,25.00,65.00,300.00,seedling,fruitables
red cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.1,1.5,25.00,65.00,300.00,harvesting,fruitables
red cherry tomatoes,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.1,1.7,28.00,60.00,350.00,vegetative,fruitables
red cherry tomatoes,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,1.2,1.8,30.00,55.00,400.00,flowering,fruitables
red chili,96.00,45.00,121.00,56.00,32.00,17.00,0.80,1.00,0.60,6.00,2.00,3.00,0.12,6.00,600.00,5.70,6.80,0.9,1.3,24.00,61.00,300.00,seedling,fruitables
red chili,98.00,48.00,123.00,60.00,31.00,18.00,0.80,1.10,0.70,7.00,3.00,4.00,0.15,5.00,605.00,5.60,6.80,1.1,1.5,25.00,60.00,310.00,harvesting,fruitables
red chili,303.00,155.00,350.00,185.00,90.00,48.00,2.20,3.40,2.20,17.00,8.00,9.00,0.40,5.00,1200.00,5.60,6.70,1.1,1.7,27.00,57.00,330.00,vegetative,fruitables
red chili,515.00,245.00,613.00,300.00,158.00,73.00,4.00,6.20,3.80,33.00,14.00,17.00,0.58,6.00,1775.00,5.50,6.80,1.2,1.8,29.00,54.00,380.00,flowering,fruitables
red mustard greens,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,0.9,1.3,20.00,70.00,340.00,seedling,leafy_greens
red mustard greens,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.1,1.5,20.00,70.00,340.00,harvesting,leafy_greens
red mustard greens,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.1,1.7,22.00,65.00,390.00,vegetative,leafy_greens
red mustard greens,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.2,1.8,24.00,60.00,440.00,flowering,leafy_greens
red romaine lettuce,75.00,40.00,85.00,35.00,22.00,12.00,0.60,0.90,0.60,3.50,2.20,2.20,0.10,6.00,520.00,6.00,6.50,0.9,1.3,20.00,70.00,320.00,seedling,leafy_greens
red romaine lettuce,75.00,40.00,85.00,35.00,22.00,12.00,0.60,0.90,0.60,3.50,2.20,2.20,0.10,6.00,520.00,6.00,6.50,1.1,1.5,20.00,70.00,320.00,harvesting,leafy_greens
red romaine lettuce,210.00,110.00,230.00,120.00,55.00,28.00,1.70,3.20,1.70,16.00,8.50,8.50,0.35,6.00,620.00,6.00,6.50,1.1,1.7,22.00,65.00,370.00,vegetative,leafy_greens
red romaine lettuce,300.00,150.00,300.00,170.00,75.00,40.00,2.20,4.50,2.20,21.00,11.00,11.00,0.45,6.00,770.00,6.00,6.50,1.2,1.8,24.00,60.00,420.00,flowering,leafy_greens
rockmelon,90.00,48.00,115.00,58.00,29.00,15.00,0.60,0.90,0.50,6.00,2.00,3.00,0.12,6.00,600.00,5.80,7.00,0.9,1.3,22.00,58.00,300.00,seedling,fruitables
rockmelon,95.00,50.00,120.00,62.00,30.00,16.00,0.70,1.00,0.60,5.00,3.00,4.00,0.13,6.00,605.00,5.70,7.10,1.1,1.5,23.00,59.00,310.00,harvesting,fruitables
rockmelon,300.00,150.00,355.00,175.00,85.00,44.00,2.10,3.20,2.10,17.00,7.00,9.00,0.39,5.00,1190.00,5.70,7.10,1.1,1.7,27.00,55.00,330.00,vegetative,fruitables
rockmelon,500.00,240.00,600.00,290.00,150.00,70.00,3.80,5.70,3.60,31.00,14.00,17.00,0.56,6.00,1755.00,5.60,7.20,1.2,1.8,29.00,52.00,375.00,flowering,fruitables
roma tomatoes,120.00,70.00,150.00,80.00,40.00,20.00,1.00,1.50,1.00,8.00,4.00,4.00,0.20,6.00,700.00,6.00,6.50,0.9,1.3,28.00,60.00,320.00,seedling,fruitables
roma tomatoes,120.00,70.00,150.00,80.00,40.00,20.00,1.00,1.50,1.00,8.00,4.00,4.00,0.20,6.00,700.00,6.00,6.50,1.1,1.5,28.00,60.00,320.00,harvesting,fruitables
roma tomatoes,350.00,200.00,420.00,220.00,110.00,55.00,2.50,4.00,2.50,25.00,12.00,12.00,0.50,6.00,1400.00,6.00,6.50,1.1,1.7,32.00,55.00,380.00,vegetative,fruitables
roma tomatoes,600.00,350.00,720.00,380.00,190.00,95.00,4.00,6.00,4.00,40.00,20.00,20.00,0.80,6.00,2100.00,6.00,6.50,1.2,1.8,35.00,50.00,450.00,flowering,fruitables
romaine lettuce,70.00,35.00,80.00,30.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,0.9,1.3,20.00,70.00,300.00,seedling,leafy_greens
romaine lettuce,70.00,35.00,80.00,30.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.1,1.5,20.00,70.00,300.00,harvesting,leafy_greens
romaine lettuce,200.00,100.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.1,1.7,22.00,65.00,350.00,vegetative,leafy_greens
romaine lettuce,280.00,140.00,280.00,160.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.2,1.8,24.00,60.00,400.00,flowering,leafy_greens
romanesco broccoli,86.00,43.00,110.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,0.9,1.3,19.00,55.00,290.00,seedling,cruciferous_vegetables
romanesco broccoli,92.00,47.00,114.00,58.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,1.1,1.5,21.00,56.00,300.00,harvesting,cruciferous_vegetables
romanesco broccoli,296.00,143.00,348.00,170.00,81.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.1,1.7,24.00,52.00,320.00,vegetative,cruciferous_vegetables
romanesco broccoli,496.00,233.00,593.00,290.00,148.00,69.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.2,1.7,27.00,49.00,365.00,flowering,cruciferous_vegetables
rosemary,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,0.8,1.5,20.00,70.00,300.00,seedling,herbs
rosemary,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.4,1.9,20.00,70.00,300.00,harvesting,herbs
rosemary,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.5,2,22.00,65.00,350.00,vegetative,herbs
rosemary,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1,1.6,24.00,60.00,400.00,flowering,herbs
rosemary,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,1,1.6,22.00,67.00,220.00,seedling,multipurpose
rosemary,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,1.2,1.7,22.00,67.00,220.00,harvesting,multipurpose
rosemary,120.00,60.00,100.00,80.00,60.00,40.00,0.80,1.00,0.80,12.00,8.00,6.00,0.15,6.00,540.00,6.00,6.50,1.3,1.8,24.00,62.00,270.00,vegetative,multipurpose
rosemary,180.00,90.00,150.00,120.00,90.00,60.00,1.20,1.50,1.20,18.00,12.00,9.00,0.25,7.00,640.00,6.00,6.50,1.4,1.9,26.00,57.00,320.00,flowering,multipurpose
rutabaga,97.00,52.00,120.00,63.00,31.00,17.00,0.80,1.10,0.70,7.00,4.00,5.00,0.14,6.00,605.00,5.30,6.50,1.3,1.8,24.00,59.00,315.00,seedling,root_vegetable
rutabaga,103.00,53.00,123.00,65.00,33.00,19.00,1.00,1.30,0.80,9.00,6.00,7.00,0.17,6.00,615.00,5.20,6.60,1.2,1.8,27.00,62.00,335.00,harvesting,root_vegetable
rutabaga,307.00,151.00,359.00,178.00,89.00,48.00,2.40,3.60,2.40,20.00,10.00,12.00,0.44,5.00,1210.00,5.20,6.60,1.6,2.1,29.00,57.00,345.00,vegetative,root_vegetable
rutabaga,507.00,243.00,604.00,299.00,157.00,77.00,4.20,6.30,4.10,35.00,18.00,21.00,0.61,6.00,1785.00,5.10,6.70,1.9,2.4,32.00,54.00,400.00,flowering,root_vegetable
saffron,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.4,1.8,23.00,66.00,230.00,seedling,edible_flowers
saffron,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.7,2.2,23.00,66.00,230.00,harvesting,edible_flowers
saffron,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.4,1.9,25.00,61.00,280.00,vegetative,edible_flowers
saffron,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,1.5,2,27.00,56.00,330.00,flowering,edible_flowers
sage,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.2,1.8,20.00,70.00,340.00,seedling,herbs
sage,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.5,2,20.00,70.00,340.00,harvesting,herbs
sage,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,2,2.5,22.00,65.00,390.00,vegetative,herbs
sage,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.2,1.8,24.00,60.00,440.00,flowering,herbs
sage,55.00,25.00,45.00,35.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,1.2,1.7,21.00,66.00,210.00,seedling,multipurpose
sage,55.00,25.00,45.00,35.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,1.3,1.8,21.00,66.00,210.00,harvesting,multipurpose
sage,110.00,50.00,90.00,70.00,50.00,40.00,0.80,1.00,0.80,10.00,8.00,6.00,0.14,6.00,550.00,6.00,6.50,1.4,1.9,23.00,61.00,260.00,vegetative,multipurpose
sage,165.00,75.00,135.00,105.00,75.00,60.00,1.20,1.50,1.20,15.00,12.00,9.00,0.21,7.00,650.00,6.00,6.50,1.3,1.8,25.00,56.00,310.00,flowering,multipurpose
salsify (black salsify),92.00,49.00,116.00,59.00,30.00,16.00,0.70,1.00,0.60,6.00,4.00,5.00,0.13,6.00,600.00,5.30,6.50,1.5,2,23.00,58.00,310.00,seedling,root_vegetable
salsify (black salsify),98.00,50.00,120.00,62.00,31.00,17.00,0.80,1.10,0.70,7.00,4.00,5.00,0.15,6.00,605.00,5.20,6.60,2,2.5,25.00,60.00,320.00,harvesting,root_vegetable
salsify (black salsify),302.00,148.00,354.00,175.00,86.00,45.00,2.20,3.30,2.20,18.00,8.00,10.00,0.41,5.00,1195.00,5.20,6.60,1.2,1.7,28.00,56.00,340.00,vegetative,root_vegetable
salsify (black salsify),502.00,238.00,599.00,295.00,153.00,73.00,4.00,5.80,3.80,33.00,16.00,19.00,0.58,6.00,1760.00,5.10,6.70,1.3,1.8,31.00,53.00,385.00,flowering,root_vegetable
scorzonera,93.00,50.00,117.00,60.00,31.00,17.00,0.80,1.10,0.60,7.00,4.00,5.00,0.14,6.00,605.00,5.30,6.50,1.5,1.8,24.00,59.00,315.00,seedling,root_vegetable
scorzonera,99.00,51.00,121.00,63.00,32.00,18.00,0.90,1.20,0.70,8.00,5.00,6.00,0.16,6.00,610.00,5.20,6.60,1.8,2.4,26.00,61.00,325.00,harvesting,root_vegetable
scorzonera,303.00,149.00,355.00,176.00,87.00,46.00,2.30,3.40,2.30,19.00,9.00,11.00,0.42,5.00,1200.00,5.20,6.60,1,1.6,29.00,57.00,345.00,vegetative,root_vegetable
scorzonera,503.00,239.00,600.00,296.00,154.00,74.00,4.10,5.90,3.90,34.00,17.00,20.00,0.59,6.00,1765.00,5.10,6.70,1.2,1.7,32.00,54.00,390.00,flowering,root_vegetable
shiitake mushrooms,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.3,1.8,22.00,67.00,220.00,seedling,mushrooms
